State,County,PovertyRate,MedianFamilyIncome,TractLOWI
Missouri,Ozark,41.4,77331,4789
Missouri,Pemiscot,171.3,242302,9133
Missouri,Perry,59.3,305798,5947
Missouri,Pettis,231,525169,18674
Missouri,Phelps,191.3,539064,18594
Missouri,Pike,79.5,257647,6880
Missouri,Platte,148.6,1653346,18855
Missouri,Polk,83,191605,13929
Missouri,Pulaski,117.2,493265,16420
Missouri,Putnam,40.9,88853,2055
Missouri,Ralls,30,164541,3013
Missouri,Randolph,107.6,313064,10181
Missouri,Ray,64.6,243790,7413
Missouri,Reynolds,47.1,84679,3181
Missouri,Ripley,98.6,152412,7561
Missouri,Saline,150.3,396579,9709
Missouri,Schuyler,49.3,90357,1957
Missouri,Scotland,30.3,102906,2120
Missouri,Scott,190.3,495997,17660
Missouri,Shannon,45.1,88949,3826
Missouri,Shelby,50.6,154115,2696
Missouri,St. Charles,520.4,6617041,64977
Missouri,St. Clair,64.6,124815,4583
Missouri,St. Francois,215.3,545669,25418
Missouri,St. Louis,2265.6,16408971,255620
Missouri,St. Louis City,3147.2,5097001,152514
Missouri,Ste. Genevieve,58.5,224461,6003
Missouri,Stoddard,120.3,418802,11995
Missouri,Stone,94.6,296402,12377
Missouri,Sullivan,47.5,140717,2935
Missouri,Taney,201.6,439348,24065
Missouri,Texas,86,182236,11160
Missouri,Vernon,113.2,309909,8612
Missouri,Warren,72,329453,10022
Missouri,Washington,114.4,193458,12341
Missouri,Wayne,87.3,164412,6646
Missouri,Webster,138.2,416114,15461
Missouri,Worth,13.8,52750,774
Missouri,Wright,92.9,154614,10586
Montana,Beaverhead,43.7,161859,3217
Montana,Big Horn,156.1,234066,6665
Montana,Blaine,119.2,155702,3581
Montana,Broadwater,22.5,97015,2173
Montana,Carbon,57.4,302063,3158
Montana,Carter,10.9,61429,437
Montana,Cascade,343,1242714,28475
Montana,Chouteau,37,108520,2556
Montana,Custer,76.1,388068,3629
Montana,Daniels,6.7,63603,423
Montana,Dawson,43.3,193880,2800
Montana,Deer Lodge,57,171510,3709
Montana,Fallon,6.2,67375,734
Montana,Fergus,24.1,112663,3685
Montana,Flathead,261.4,1084658,34462
Montana,Gallatin,339.1,1543481,28371
Montana,Garfield,8.9,62917,389
Montana,Glacier,142.6,136227,7474
Montana,Golden Valley,21.1,49844,312
Montana,Granite,12.8,57981,1059
Montana,Hill,108,342613,6260
Montana,Jefferson,26.8,229507,2499
Montana,Judith Basin,12.8,58207,732
Montana,Lake,175.4,409633,13808
Montana,Lewis and Clark,157.8,979446,17298
Montana,Liberty,16.5,57734,824
Montana,Lincoln,86.7,231554,8451
Montana,Madison,30.9,182570,2536
Montana,McCone,9.1,65625,506
Montana,Meagher,14.1,44965,925
Montana,Mineral,39.9,98051,1737
Montana,Missoula,350.6,1217248,39113
Montana,Musselshell,33.8,119411,1801
Montana,Park,164,288373,5567
Montana,Petroleum,10.9,49107,192
Montana,Phillips,13.8,53081,1723
Montana,Pondera,42.3,104858,2428
Montana,Powder River,11,54857,560
Montana,Powell,29.6,102290,2180
Montana,Prairie,19.2,46000,470
Montana,Ravalli,195.9,532338,17192
Montana,Richland,56.1,274668,3188
Montana,Roosevelt,65.4,164041,5261
Montana,Rosebud,66.5,245851,3605
Montana,Sanders,72.8,106231,5941
Montana,Sheridan,22.3,134936,1062
Montana,Silver Bow,162.3,430324,13965
Montana,Stillwater,22.7,217294,2469
Montana,Sweet Grass,13.3,63850,1183
Montana,Teton,37.4,174285,2198
Montana,Toole,32.1,112481,1795
Montana,Treasure,18.1,46719,318
Montana,Valley,36.7,174958,2223
Montana,Wheatland,14.1,40956,958
Montana,Wibaux,14.2,57143,361
Montana,Yellowstone,427.4,2092114,46236
Nebraska,Adams,119.8,562579,9908
Nebraska,Antelope,38.4,175776,2354
Nebraska,Arthur,7.1,49375,210
Nebraska,Banner,15,62188,356
Nebraska,Blaine,16.3,54821,206
Nebraska,Boone,21.7,126670,1628
Nebraska,Box Butte,57.9,172363,4235
Nebraska,Boyd,12.1,53971,821
Nebraska,Brown,15.7,45417,1218
Nebraska,Buffalo,142.3,742033,14192
Nebraska,Burt,28.2,182245,2134
Nebraska,Butler,26.4,185742,2472
Nebraska,Cass,34.7,453653,4864
Nebraska,Cedar,21.4,123972,2674
Nebraska,Chase,12.1,55273,1470
Nebraska,Cherry,23.9,116736,1929
Nebraska,Cheyenne,39.6,207635,2798
Nebraska,Clay,20.4,116415,2156
Nebraska,Colfax,35.2,196195,3608
Nebraska,Cuming,31.4,179357,2982
Nebraska,Custer,43.6,210546,3630
Nebraska,Dakota,60.2,230860,9045
Nebraska,Dawes,34.6,118875,2846
Nebraska,Dawson,82.5,394356,9737
Nebraska,Deuel,14.3,58631,629
Nebraska,Dixon,21.3,122404,1888
Nebraska,Dodge,108.9,506512,12280
Nebraska,Douglas,2520.9,10877981,170417
Nebraska,Dundy,9.3,55833,656
Nebraska,Fillmore,17.2,125122,1552
Nebraska,Franklin,27.8,116060,1012
Nebraska,Frontier,13.1,58672,769
Nebraska,Furnas,16.9,52656,1871
Nebraska,Gage,84,433367,6513
Nebraska,Garden,11.7,58333,650
Nebraska,Garfield,12,48693,701
Nebraska,Gosper,7.6,62308,619
Nebraska,Grant,13.4,46979,295
Nebraska,Greeley,11.7,54107,985
Nebraska,Hall,201.5,842687,22262
Nebraska,Hamilton,25.7,206342,2607
Nebraska,Harlan,11.8,55275,1118
Nebraska,Hayes,7,57717,373
Nebraska,Hitchcock,14.6,54904,1304
Nebraska,Holt,46,237263,3707
Nebraska,Hooker,16.4,45139,239
Nebraska,Howard,18.3,127813,1742
Nebraska,Jefferson,46.2,152576,2386
Nebraska,Johnson,22.2,114578,1321
Nebraska,Kearney,11.8,130352,1949
Nebraska,Keith,39.7,166131,2397
Nebraska,Keya Paha,15.3,46071,308
Nebraska,Kimball,12.6,55061,1443
Nebraska,Knox,41.1,171446,3056
Nebraska,Lancaster,1295.7,4946621,90773
Nebraska,Lincoln,96.9,525794,10812
Nebraska,Logan,12,56250,179
Nebraska,Loup,20.2,55500,207
Nebraska,Madison,136.5,552370,12566
Nebraska,McPherson,11.5,59286,118
Nebraska,Merrick,32.2,177151,2565
Nebraska,Morrill,14,51544,1834
Nebraska,Nance,11.4,57266,1270
Nebraska,Nemaha,18.6,146563,2157
Nebraska,Nuckolls,21.6,113816,1584
Nebraska,Otoe,49.3,326569,4347
Nebraska,Pawnee,18.1,51324,1173
Nebraska,Perkins,8.1,67772,759
Nebraska,Phelps,20,200997,2343
Nebraska,Pierce,11.1,127508,1851
Nebraska,Platte,65.4,474392,8531
Nebraska,Polk,16.3,132112,1508
Nebraska,Red Willow,36.4,182594,3430
Nebraska,Richardson,48.3,162318,3124
Nebraska,Rock,8,57232,460
Nebraska,Saline,38.2,228576,4901
Nebraska,Sarpy,286,3482823,32289
Nebraska,Saunders,40.8,370217,4849
Nebraska,Scotts Bluff,146.4,617951,13892
Nebraska,Seward,36.8,288018,3463
Nebraska,Sheridan,37,92787,2328
Nebraska,Sherman,11.9,54777,1052
Nebraska,Sioux,10.9,54276,434
Nebraska,Stanton,19.6,128350,1886
Nebraska,Thayer,27.4,111805,1912
Nebraska,Thomas,7.9,57206,202
Nebraska,Thurston,60.5,93521,3704
Nebraska,Valley,26,114882,1634
Nebraska,Washington,38.3,427095,3655
Nebraska,Wayne,27,148196,2944
Nebraska,Webster,25.5,105867,1306
Nebraska,Wheeler,13.1,54000,307
Nebraska,York,35.9,259087,3532
Nevada,Carson City,214.4,827803,19721
Nevada,Churchill,117.2,368912,8583
Nevada,Clark,7937.1,29792617,734166
Nevada,Douglas,162.7,1176191,12970
Nevada,Elko,136.5,1060974,12309
Nevada,Esmeralda,23,42045,561
Nevada,Eureka,16.3,103906,456
Nevada,Humboldt,38.7,288932,4388
Nevada,Lander,12.1,80082,1741
Nevada,Lincoln,32,106859,1817
Nevada,Lyon,175.9,540915,20161
Nevada,Mineral,46.8,112356,1799
Nevada,Nye,176.1,475320,18947
Nevada,Pershing,19.2,50192,1920
Nevada,Storey,10.5,68981,876
Nevada,Washoe,1788.3,7151851,153792
Nevada,White Pine,30.7,209297,2650
New Hampshire,Belknap,155.4,1027861,14445
New Hampshire,Carroll,107.4,697511,12790
New Hampshire,Cheshire,196.5,1127263,19607
New Hampshire,Coos,143.4,606453,11393
New Hampshire,Grafton,206.5,1418937,22838
New Hampshire,Hillsborough,847.9,6937440,86034
New Hampshire,Merrimack,353,2922270,32828
New Hampshire,Rockingham,382.3,6141156,46134
New Hampshire,Strafford,329.7,1962529,31895
New Hampshire,Sullivan,88.8,680762,11377
New Jersey,Atlantic,1133,4425328,89897
New Jersey,Bergen,1348.8,19149468,169353
New Jersey,Burlington,710.1,10981103,72121
New Jersey,Camden,1711.3,9963515,143952
New Jersey,Cape May,342.8,2492796,23811
New Jersey,Cumberland,598,1771574,57166
New Jersey,Essex,4199.1,15311478,269105
New Jersey,Gloucester,531.1,5704387,54247
New Jersey,Hudson,2840.3,12104495,236761
New Jersey,Hunterdon,112.6,3222472,13458
New Jersey,Mercer,1079.6,7252494,87091
New Jersey,Middlesex,1448.2,16689133,165945
New Jersey,Monmouth,1158.7,14843767,112143
New Jersey,Morris,482.4,12459740,63171
New Jersey,Ocean,1168.4,9810302,152020
New Jersey,Passaic,1841.6,7017446,175188
New Jersey,Salem,354.2,1717337,18192
New Jersey,Somerset,354.7,8284709,44033
New Jersey,Sussex,240.2,4134658,22776
New Jersey,Union,1221.6,9480330,144833
New Jersey,Warren,188.7,1947799,20563
New Mexico,Bernalillo,2861.7,9711293,258786
New Mexico,Catron,24.8,46101,1759
New Mexico,Chaves,345,820185,29804
New Mexico,Cibola,210.6,278943,13769
New Mexico,Colfax,55.4,138022,5868
New Mexico,Curry,246.1,620272,21769
New Mexico,De Baca,21.6,56818,890
New Mexico,Dona Ana,1199.2,1840259,110535
New Mexico,Eddy,164.4,741337,19202
New Mexico,Grant,154.5,410684,11986
New Mexico,Guadalupe,15.3,38708,1819
New Mexico,Harding,17.6,45795,281
New Mexico,Hidalgo,46,78246,2154
New Mexico,Lea,282.6,1145851,23573
New Mexico,Lincoln,89,249405,8637
New Mexico,Los Alamos,23,489839,2194
New Mexico,Luna,186.5,209224,15382
New Mexico,McKinley,632,632872,45949
New Mexico,Mora,21.9,35230,3117
New Mexico,Otero,346.1,750989,29390
New Mexico,Quay,61.1,121504,4832
New Mexico,Rio Arriba,205.8,427620,18600
New Mexico,Roosevelt,136.2,218743,10146
New Mexico,San Juan,686.2,1925003,52473
New Mexico,San Miguel,215.5,273416,14755
New Mexico,Sandoval,473.3,1677534,44681
New Mexico,Santa Fe,732.9,3509408,52170
New Mexico,Sierra,66.9,171045,5476
New Mexico,Socorro,152.7,252577,10242
New Mexico,Taos,142.7,271782,15770
New Mexico,Torrance,113.7,185092,7853
New Mexico,Union,13.5,49076,1642
New Mexico,Valencia,416.9,964016,34202
New York,Albany,1118.2,5857804,78642
New York,Allegany,205,644273,17179
New York,Bronx,9831.2,15103070,759694
New York,Broome,1110.3,3153472,69579
New York,Cattaraugus,371.2,1074427,31118
New York,Cayuga,237.2,1228821,23219
New York,Chautauqua,707.9,1891357,51942
New York,Chemung,406.7,1206742,28515
New York,Chenango,204.6,658849,18877
New York,Clinton,336,1125676,24557
New York,Columbia,227.7,1517084,16686
New York,Cortland,186.1,837000,15657
New York,Delaware,178.2,763214,15676
New York,Dutchess,751.7,6728930,61591
New York,Erie,4011.8,14586933,279410
New York,Essex,144.6,835557,10948
New York,Franklin,259.2,800338,18195
New York,Fulton,254,828339,20209
New York,Genesee,229.4,911894,17530
New York,Greene,192.8,904958,14059
New York,Hamilton,35.3,264778,1245
New York,Herkimer,306.9,1082608,23037
New York,Jefferson,479.4,1391119,41309
New York,Kings,16201.6,46769759,1133788
New York,Lewis,94,380580,9040
New York,Livingston,237,859464,19047
New York,Madison,81.4,485175,7568
New York,Monroe,3819.8,11618443,225805
New York,Montgomery,338.5,852976,19835
New York,Nassau,1683.8,33095593,213378
New York,New York,5005,33262150,518954
New York,Niagara,982.7,3552854,65020
New York,Oneida,1406.4,3753364,73680
New York,Onondaga,2633.2,9331972,138102
New York,Ontario,307.1,1715841,28752
New York,Orange,978.1,6495242,96980
New York,Orleans,155.5,577754,13959
New York,Oswego,574.6,1693163,43247
New York,Otsego,274.6,993809,21126
New York,Putnam,102.2,2126767,15354
New York,Queens,9252.7,44805374,795773
New York,Rensselaer,612.7,2986370,42081
New York,Richmond,1373.2,9362945,119068
New York,Rockland,880.6,6444778,87383
New York,Saratoga,368.5,4258161,40791
New York,Schenectady,624.4,2998361,42812
New York,Schoharie,89.5,464470,9227
New York,Schuyler,64.1,302238,5658
New York,Seneca,133.2,641068,11150
New York,St. Lawrence,512.8,1474420,39407
New York,Steuben,480.1,1749251,35368
New York,Suffolk,2103.3,33948202,271025
New York,Sullivan,417.3,1395484,27432
New York,Tioga,97.1,688196,15246
New York,Tompkins,508.6,1945113,30906
New York,Ulster,575.3,3536470,50960
New York,Warren,247.7,1250734,17636
New York,Washington,208.9,1080615,19681
New York,Wayne,271.3,1403016,27197
New York,Westchester,2248.3,24795198,205812
New York,Wyoming,106.7,721505,11218
New York,Yates,75.1,302958,8893
North Carolina,Alamance,657.5,2041701,61366
North Carolina,Alexander,109.1,365171,15125
North Carolina,Alleghany,62.6,126073,5424
North Carolina,Anson,132.9,236842,12961
North Carolina,Ashe,123.4,267727,12117
North Carolina,Avery,92.7,245369,7034
North Carolina,Beaufort,211.8,564973,19678
North Carolina,Bertie,98.1,160350,10602
North Carolina,Bladen,166.3,251774,18582
North Carolina,Brunswick,504.7,1859005,41251
North Carolina,Buncombe,955.4,3421349,88383
North Carolina,Burke,383.2,879194,38368
North Carolina,Cabarrus,539.5,2385554,59968
North Carolina,Caldwell,352.7,776954,37796
North Carolina,Camden,13.3,140762,2283
North Carolina,Carteret,530.1,2197902,22902
North Carolina,Caswell,127.2,297799,9715
North Carolina,Catawba,479.8,1728729,58002
North Carolina,Chatham,184.4,926830,20566
North Carolina,Cherokee,134.2,308249,12742
North Carolina,Chowan,80.1,148529,7346
North Carolina,Clay,46.6,86154,4888
North Carolina,Cleveland,447.2,1076883,41881
North Carolina,Columbus,304.2,594442,27044
North Carolina,Craven,359.8,1117761,36674
North Carolina,Cumberland,1266.7,3289097,127463
North Carolina,Currituck,70.1,475075,7098
North Carolina,Dare,78.4,562018,9948
North Carolina,Davidson,564.6,1818399,61533
North Carolina,Davie,104.7,417627,13574
North Carolina,Duplin,298.1,470510,31412
North Carolina,Durham,1302,3639390,100676
North Carolina,Edgecombe,343.4,609934,29653
North Carolina,Forsyth,1976.2,5851110,135871
North Carolina,Franklin,208.7,595346,25562
North Carolina,Gaston,1179.2,3545365,84867
North Carolina,Gates,48.2,169091,4625
North Carolina,Graham,63.1,133677,4011
North Carolina,Granville,207.7,665345,20410
North Carolina,Greene,104,195326,9048
North Carolina,Guilford,2264.7,7112097,192596
North Carolina,Halifax,312,505432,26444
North Carolina,Harnett,502.2,1451796,50156
North Carolina,Haywood,239.8,781560,21630
North Carolina,Henderson,419.3,1475084,38429
North Carolina,Hertford,127.4,204301,11334
North Carolina,Hoke,201.8,374730,22174
North Carolina,Hyde,21.1,48301,2144
North Carolina,Iredell,601.9,2887872,54232
North Carolina,Jackson,186.2,460659,16648
North Carolina,Johnston,479.3,1368873,63703
North Carolina,Jones,57.2,142513,4475
North Carolina,Lee,255.9,709239,23314
North Carolina,Lenoir,418.1,630285,29300
North Carolina,Lincoln,273.1,1116322,28313
North Carolina,Macon,173.6,448452,14936
North Carolina,Madison,111.6,295903,8396
North Carolina,Martin,136.3,293694,10475
North Carolina,McDowell,209,451503,20437
North Carolina,Mecklenburg,3892,17130272,318656
North Carolina,Mitchell,75.4,188254,6484
North Carolina,Montgomery,153.9,269167,13410
North Carolina,Moore,287.9,1176703,30884
North Carolina,Nash,315.6,972111,39532
North Carolina,New Hanover,841.7,2851658,72174
North Carolina,Northampton,121.6,197298,11110
North Carolina,Onslow,440.5,1462486,68303
North Carolina,Orange,606.6,2535332,41256
North Carolina,Pamlico,54.2,240762,4427
North Carolina,Pasquotank,211.5,534560,14701
North Carolina,Pender,279.8,837113,20321
North Carolina,Perquimans,63.3,156511,5858
North Carolina,Person,141.4,350609,15935
North Carolina,Pitt,805.5,1814437,73735
North Carolina,Polk,83.6,406522,6310
North Carolina,Randolph,513.4,1403880,59718
North Carolina,Richmond,269.8,477763,22395
North Carolina,Robeson,971.7,1153731,78589
North Carolina,Rockingham,406.8,1024084,38537
North Carolina,Rowan,604.8,1472518,56982
North Carolina,Rutherford,269.8,564707,31872
North Carolina,Sampson,276.1,473684,32658
North Carolina,Scotland,218,269356,19416
North Carolina,Stanly,210.3,702309,23331
North Carolina,Stokes,151.6,461732,17621
North Carolina,Surry,431,1024811,34435
North Carolina,Swain,100.6,179034,6837
North Carolina,Transylvania,95.4,378140,10767
North Carolina,Tyrrell,23,38690,1998
North Carolina,Union,405,3179962,55725
North Carolina,Vance,285.7,433744,23336
North Carolina,Wake,2181,16345098,248067
North Carolina,Warren,134.1,279747,9878
North Carolina,Washington,63.7,123924,6811
North Carolina,Watauga,351.8,814279,22882
North Carolina,Wayne,616.1,1244794,53436
North Carolina,Wilkes,364.4,575165,34919
North Carolina,Wilson,531.4,840374,37097
North Carolina,Yadkin,132.2,346418,16598
North Carolina,Yancey,111.4,239578,7442
North Dakota,Adams,9.2,61071,618
North Dakota,Barnes,29.6,270282,2602
North Dakota,Benson,115.3,187455,3886
North Dakota,Billings,10.1,95417,225
North Dakota,Bottineau,31.3,223302,1622
North Dakota,Bowman,15.3,163525,546
North Dakota,Burke,13.6,78750,675
North Dakota,Burleigh,153.3,1569139,17427
North Dakota,Cass,485.2,2387428,43620
North Dakota,Cavalier,8.9,159005,899
North Dakota,Dickey,28,186847,1309
North Dakota,Divide,7.3,72031,532
North Dakota,Dunn,11.5,78264,954
North Dakota,Eddy,15.7,57361,744
North Dakota,Emmons,13.5,52083,1198
North Dakota,Foster,11.5,69717,784
North Dakota,Golden Valley,7.9,72188,623
North Dakota,Grand Forks,310.4,1218535,21838
North Dakota,Grant,14.1,61771,727
North Dakota,Griggs,6.6,67667,571
North Dakota,Hettinger,18.7,130288,635
North Dakota,Kidder,8.7,63906,672
North Dakota,LaMoure,18.1,136572,947
North Dakota,Logan,9.1,63889,491
North Dakota,McHenry,26.9,125847,1869
North Dakota,McIntosh,13.3,53304,840
North Dakota,McKenzie,67,323567,2294
North Dakota,McLean,23.2,132769,2392
North Dakota,Mercer,24.8,242143,1946
North Dakota,Morton,43.3,363606,5733
North Dakota,Mountrail,43.2,225548,2078
North Dakota,Nelson,8.6,64875,764
North Dakota,Oliver,7.7,76779,386
North Dakota,Pembina,34.6,329378,1846
North Dakota,Pierce,21.3,129412,1179
North Dakota,Ramsey,36.1,200238,3294
North Dakota,Ransom,25,210695,1332
North Dakota,Renville,8.6,82656,569
North Dakota,Richland,59.9,453452,3965
North Dakota,Rolette,132.4,185798,8108
North Dakota,Sargent,12.3,145599,867
North Dakota,Sheridan,10.6,56250,367
North Dakota,Sioux,73.7,76357,2512
North Dakota,Slope,7.4,71964,194
North Dakota,Stark,63.2,654871,5337
North Dakota,Steele,6.6,68173,455
North Dakota,Stutsman,65.5,407552,5285
North Dakota,Towner,11.6,71845,624
North Dakota,Traill,38.7,297589,1955
North Dakota,Walsh,65.2,374194,3116
North Dakota,Ward,123.2,943906,16924
North Dakota,Wells,17,117969,1300
North Dakota,Williams,53.6,643823,5424
Ohio,Adams,160.3,255297,14165
Ohio,Allen,714.8,1689780,40250
Ohio,Ashland,168.8,589714,19348
Ohio,Ashtabula,501.3,1237112,41197
Ohio,Athens,544.7,736463,27976
Ohio,Auglaize,104.9,690562,13088
Ohio,Belmont,345.7,1027822,22883
Ohio,Brown,139,465413,17231
Ohio,Butler,1338.6,5234472,104341
Ohio,Carroll,111,369485,10574
Ohio,Champaign,119.3,592510,11835
Ohio,Clark,937.8,2294082,53486
Ohio,Clermont,414.7,2975568,51923
Ohio,Clinton,164.4,470373,15004
Ohio,Columbiana,420.4,1255096,39784
Ohio,Coshocton,185.5,496871,15551
Ohio,Crawford,219,653192,16297
Ohio,Cuyahoga,9990.5,25403893,461140
Ohio,Darke,166.7,649713,18715
Ohio,Defiance,127,500939,12888
Ohio,Delaware,203.3,3608240,25277
Ohio,Erie,238.8,1125202,23987
Ohio,Fairfield,350.2,1984408,39786
Ohio,Fayette,124.2,350590,12022
Ohio,Franklin,6087.1,18129035,415231
Ohio,Fulton,104.7,575055,12388
Ohio,Gallia,142.1,328922,13341
Ohio,Geauga,187.6,1748981,20705
Ohio,Greene,531,2602782,43385
Ohio,Guernsey,190.7,497287,15856
Ohio,Hamilton,4985.3,14194675,275286
Ohio,Hancock,202.2,812885,23896
Ohio,Hardin,130.8,370838,11622
Ohio,Harrison,83.9,275201,6163
Ohio,Henry,90.1,447227,8095
Ohio,Highland,191.6,419534,19628
Ohio,Hocking,118.9,380702,11060
Ohio,Holmes,119.5,436950,18200
Ohio,Huron,180.6,758013,20494
Ohio,Jackson,166.9,334096,15499
Ohio,Jefferson,486.4,1112746,26133
Ohio,Knox,188.6,720331,20651
Ohio,Lake,547.4,4115145,56045
Ohio,Lawrence,280,856116,24504
Ohio,Licking,444.8,2089214,49382
Ohio,Logan,183.2,592749,16338
Ohio,Lorain,1223.7,4363226,89684
Ohio,Lucas,3298.4,6484481,175428
Ohio,Madison,172.7,991725,11255
Ohio,Mahoning,1661.8,3314006,89093
Ohio,Marion,406.7,840927,24303
Ohio,Medina,287.7,2919416,35121
Ohio,Meigs,146.2,276110,10790
Ohio,Mercer,91.8,572722,11300
Ohio,Miami,271.4,1321473,32307
Ohio,Monroe,74.8,195281,5821
Ohio,Montgomery,3176.2,8458214,200036
Ohio,Morgan,77.9,195227,6211
Ohio,Morrow,81.5,369036,10872
Ohio,Muskingum,400.5,932450,35628
Ohio,Noble,40.9,139025,5126
Ohio,Ottawa,128.6,860492,11116
Ohio,Paulding,69,290583,7013
Ohio,Perry,117.5,296941,14768
Ohio,Pickaway,172.4,739153,15569
Ohio,Pike,139.9,283271,13461
Ohio,Portage,617.2,2257291,48371
Ohio,Preble,149.3,675182,13875
Ohio,Putnam,48.2,501270,7719
Ohio,Richland,559.1,1515964,44939
Ohio,Ross,338,888934,29494
Ohio,Sandusky,227.9,830527,21355
Ohio,Scioto,535.4,968498,34091
Ohio,Seneca,241.4,765052,18779
Ohio,Shelby,119.9,610722,14684
Ohio,Stark,1514.4,4870410,125731
Ohio,Summit,2506.3,8314100,171746
Ohio,Trumbull,1048.3,2873474,73911
Ohio,Tuscarawas,298,1106153,33102
Ohio,Union,78,792718,11990
Ohio,Van Wert,130.2,511290,9897
Ohio,Vinton,70.5,126326,6407
Ohio,Warren,228.7,2593423,35816
Ohio,Washington,278.3,891490,21924
Ohio,Wayne,426.4,1833709,39180
Ohio,Williams,127.3,482304,15394
Ohio,Wood,476.9,1884145,36543
Ohio,Wyandot,70.9,350427,7314
Oklahoma,Adair,132.4,201731,12433
Oklahoma,Alfalfa,42.2,183856,1651
Oklahoma,Atoka,82.4,175068,6075
Oklahoma,Beaver,25.3,183808,1955
Oklahoma,Beckham,69.2,246383,7440
Oklahoma,Blaine,72.7,270929,2999
Oklahoma,Bryan,213.8,502781,18400
Oklahoma,Caddo,143.9,398847,12810
Oklahoma,Canadian,258.5,2013369,28498
Oklahoma,Carter,172,595509,19237
Oklahoma,Cherokee,206,440288,21735
Oklahoma,Choctaw,140.5,224657,7431
Oklahoma,Cimarron,41.3,111875,980
Oklahoma,Cleveland,969.8,4192420,78648
Oklahoma,Coal,40.9,94539,2674
Oklahoma,Comanche,658.9,1583202,47324
Oklahoma,Cotton,34.2,115053,2348
Oklahoma,Craig,87.3,247065,6617
Oklahoma,Creek,327.7,1144544,27150
Oklahoma,Custer,92.2,261807,10991
Oklahoma,Delaware,192.6,417357,19839
Oklahoma,Dewey,41.1,180066,1692
Oklahoma,Ellis,29.1,129750,1550
Oklahoma,Garfield,155.3,665405,23721
Oklahoma,Garvin,173.9,455287,11987
Oklahoma,Grady,165.6,548933,19097
Oklahoma,Grant,19.1,120471,1366
Oklahoma,Greer,27,101485,2227
Oklahoma,Harmon,23.1,39250,1482
Oklahoma,Harper,30.8,116441,1575
Oklahoma,Haskell,73,184896,6236
Oklahoma,Hughes,113.3,228385,5815
Oklahoma,Jackson,141.3,412632,10742
Oklahoma,Jefferson,65.1,132679,3314
Oklahoma,Johnston,57.6,133882,5039
Oklahoma,Kay,202.9,557617,19502
Oklahoma,Kingfisher,26.9,259628,4105
Oklahoma,Kiowa,71.1,143044,4640
Oklahoma,Latimer,50.5,151476,4490
Oklahoma,Le Flore,286.5,518373,24137
Oklahoma,Lincoln,109.1,373818,13223
Oklahoma,Logan,127.8,486129,13207
Oklahoma,Love,45.9,158548,3948
Oklahoma,Major,42.8,178680,2560
Oklahoma,Marshall,69.6,194139,7222
Oklahoma,Mayes,187.9,468629,17537
Oklahoma,McClain,74.4,402452,10138
Oklahoma,McCurtain,192.4,325860,17428
Oklahoma,McIntosh,128.2,270837,8722
Oklahoma,Murray,44.4,176638,5062
Oklahoma,Muskogee,391.7,778163,30340
Oklahoma,Noble,62.2,215047,4158
Oklahoma,Nowata,64.9,196688,4178
Oklahoma,Okfuskee,103.6,178986,6032
Oklahoma,Oklahoma,4974.6,14388602,287649
Oklahoma,Okmulgee,210.2,486876,16632
Oklahoma,Osage,172.4,636909,17699
Oklahoma,Ottawa,212.4,389404,15342
Oklahoma,Pawnee,73.7,270603,6328
Oklahoma,Payne,482.6,868413,33356
Oklahoma,Pittsburg,242.1,723744,17863
Oklahoma,Pontotoc,223.9,498041,14653
Oklahoma,Pottawatomie,316.9,819924,26996
Oklahoma,Pushmataha,69,124400,5816
Oklahoma,Roger Mills,15.6,63304,1243
Oklahoma,Rogers,281,1840121,24100
Oklahoma,Seminole,199.2,399629,12368
Oklahoma,Sequoyah,217.2,392701,19310
Oklahoma,Stephens,169.9,607495,16570
Oklahoma,Texas,63.3,288597,8345
Oklahoma,Tillman,117.8,235018,3505
Oklahoma,Tulsa,3011.3,10879739,218514
Oklahoma,Wagoner,240.7,1432040,23341
Oklahoma,Washington,229.5,726828,18031
Oklahoma,Washita,56.2,227103,3983
Oklahoma,Woods,48.1,212029,2561
Oklahoma,Woodward,72,332268,6535
Oregon,Baker,112.2,299495,6758
Oregon,Benton,466.9,1286696,31300
Oregon,Clackamas,790.1,6394590,99007
Oregon,Clatsop,170.4,650637,13731
Oregon,Columbia,132.5,641624,16028
Oregon,Coos,246.9,670774,25469
Oregon,Crook,83,190985,9995
Oregon,Curry,80,253685,9480
Oregon,Deschutes,350.7,1482611,57615
Oregon,Douglas,422.6,1096371,46417
Oregon,Gilliam,7.8,59500,644
Oregon,Grant,32.5,95000,3101
Oregon,Harney,41.6,79459,3387
Oregon,Hood River,64.1,255912,7157
Oregon,Jackson,777.1,2167025,84741
Oregon,Jefferson,120.6,298057,9182
Oregon,Josephine,315.5,769153,38908
Oregon,Klamath,390.2,990533,28048
Oregon,Lake,35.6,86459,3608
Oregon,Lane,1756.7,4947666,146617
Oregon,Lincoln,286.2,924671,18370
Oregon,Linn,421.1,1102625,48329
Oregon,Malheur,187.3,327941,14411
Oregon,Marion,1083.5,3283246,131947
Oregon,Morrow,37.6,109826,4883
Oregon,Multnomah,3027.5,12562228,275326
Oregon,Polk,237.2,719929,27670
Oregon,Sherman,19.4,62109,675
Oregon,Tillamook,129.5,411121,10011
Oregon,Umatilla,238.5,874809,29504
Oregon,Union,150.2,432500,10920
Oregon,Wallowa,42.8,154543,2363
