State,County,PovertyRate,MedianFamilyIncome,TractLOWI
Iowa,Woodbury,432.9,1385478,36801
Iowa,Worth,38.9,182488,2382
Iowa,Wright,54.2,296280,4145
Kansas,Allen,88.9,244301,5604
Kansas,Anderson,28.6,115415,3019
Kansas,Atchison,78,223568,6140
Kansas,Barber,22.6,120580,1590
Kansas,Barton,122.6,447314,10327
Kansas,Bourbon,87,267076,6218
Kansas,Brown,58.1,157881,4019
Kansas,Butler,126.4,895857,17761
Kansas,Chase,11.4,58929,980
Kansas,Chautauqua,16,46597,1374
Kansas,Cherokee,109,311794,7821
Kansas,Cheyenne,8.8,55352,902
Kansas,Clark,13.7,59179,703
Kansas,Clay,22.1,124947,2283
Kansas,Cloud,66.4,203379,3431
Kansas,Coffey,26,205948,2341
Kansas,Comanche,5.2,58173,499
Kansas,Cowley,190.2,580639,13654
Kansas,Crawford,233,584091,17156
Kansas,Decatur,30.3,99818,1168
Kansas,Dickinson,69,360566,6192
Kansas,Doniphan,36.5,188767,2402
Kansas,Douglas,410.8,1516855,37078
Kansas,Edwards,24.3,114036,943
Kansas,Elk,15.5,48200,1116
Kansas,Ellis,87.8,388520,10342
Kansas,Ellsworth,16.2,119344,1742
Kansas,Finney,199.6,732117,16325
Kansas,Ford,119.2,402893,14821
Kansas,Franklin,75,293396,7998
Kansas,Geary,127.4,413499,13133
Kansas,Gove,14.5,110774,933
Kansas,Graham,26.8,119051,797
Kansas,Grant,23.7,121420,2580
Kansas,Gray,19,131057,1756
Kansas,Greeley,13.6,59250,411
Kansas,Greenwood,46.1,156656,2572
Kansas,Hamilton,15.9,51087,1092
Kansas,Harper,45.8,172511,1982
Kansas,Harvey,86.6,381196,10917
Kansas,Haskell,11.4,66719,1569
Kansas,Hodgeman,5.6,64464,522
Kansas,Jackson,29.7,193404,3779
Kansas,Jefferson,31.7,277090,4503
Kansas,Jewell,29.3,103495,1120
Kansas,Johnson,864.6,12021714,98790
Kansas,Kearny,8.2,62036,1262
Kansas,Kingman,35.4,183611,2489
Kansas,Kiowa,16,59643,854
Kansas,Labette,136.2,400233,8721
Kansas,Lane,10,64805,385
Kansas,Leavenworth,197.2,1160183,17934
Kansas,Lincoln,13,57009,1209
Kansas,Linn,28.9,110890,3305
Kansas,Logan,9.1,64324,987
Kansas,Lyon,177.5,434540,14892
Kansas,Marion,50.7,238940,3900
Kansas,Marshall,52.2,241957,3555
Kansas,McPherson,58.1,475684,7729
Kansas,Meade,22.1,114627,1379
Kansas,Miami,64,613020,7259
Kansas,Mitchell,18.5,118120,1991
Kansas,Montgomery,266.5,634370,14582
Kansas,Morris,17,118046,1677
Kansas,Morton,10.4,54567,1011
Kansas,Nemaha,36.5,189743,2964
Kansas,Neosho,84.3,264430,6538
Kansas,Ness,21.2,123717,1015
Kansas,Norton,9.2,62472,1522
Kansas,Osage,61,307412,5078
Kansas,Osborne,17.1,51220,1386
Kansas,Ottawa,17.1,136932,1614
Kansas,Pawnee,18.5,121667,2108
Kansas,Phillips,29.5,183870,1897
Kansas,Pottawatomie,37.4,278222,5995
Kansas,Pratt,34.1,185831,2980
Kansas,Rawlins,11.9,55855,957
Kansas,Reno,233.3,904525,21580
Kansas,Republic,41.9,166524,1696
Kansas,Rice,48.5,183162,3568
Kansas,Riley,338.2,845059,27740
Kansas,Rooks,34.8,113722,1794
Kansas,Rush,19.3,116361,1035
Kansas,Russell,27.3,110635,2754
Kansas,Saline,204.1,706158,19611
Kansas,Scott,6.2,50909,1742
Kansas,Sedgwick,2151.7,7647665,175796
Kansas,Seward,86.4,274383,9813
Kansas,Shawnee,792.8,2577683,59333
Kansas,Sheridan,17.3,119967,878
Kansas,Sherman,30,111901,2551
Kansas,Smith,36.9,104571,1433
Kansas,Stafford,30.7,116280,1731
Kansas,Stanton,7.1,50703,883
Kansas,Stevens,21.8,121300,1577
Kansas,Sumner,76.1,391241,7217
Kansas,Thomas,16.9,141203,1862
Kansas,Trego,6.5,57017,829
Kansas,Wabaunsee,11.6,131496,1855
Kansas,Wallace,9.7,72188,477
Kansas,Washington,22.7,110483,1931
Kansas,Wichita,10.2,59621,798
Kansas,Wilson,72.9,194800,4163
Kansas,Woodson,36.4,98193,1421
Kansas,Wyandotte,1700.3,2830536,79232
Kentucky,Adair,139.7,319971,8249
Kentucky,Allen,114.7,303654,8792
Kentucky,Anderson,62.3,324025,6015
Kentucky,Ballard,53.2,164103,3155
Kentucky,Barren,199.9,497843,18743
Kentucky,Bath,84,115507,6641
Kentucky,Bell,278.4,306845,17118
Kentucky,Boone,201.4,1603261,26253
Kentucky,Bourbon,99.5,333290,7925
Kentucky,Boyd,293.8,654671,18531
Kentucky,Boyle,111.7,359267,10627
Kentucky,Bracken,50.4,185296,3069
Kentucky,Breathitt,214,231387,8131
Kentucky,Breckinridge,103.3,302291,8686
Kentucky,Bullitt,179.6,1105435,20959
Kentucky,Butler,127.3,217041,6539
Kentucky,Caldwell,58,167464,4868
Kentucky,Calloway,220.5,466897,13989
Kentucky,Campbell,418.6,1634138,26307
Kentucky,Carlisle,56.5,145248,2109
Kentucky,Carroll,93.6,139894,5020
Kentucky,Carter,129.3,328926,12087
Kentucky,Casey,134.7,199485,8575
Kentucky,Christian,366.4,803702,34383
Kentucky,Clark,154.9,596317,12250
Kentucky,Clay,223.3,181621,11794
Kentucky,Clinton,71.9,95382,6150
Kentucky,Crittenden,87.2,189606,4303
Kentucky,Cumberland,51.2,70712,3704
Kentucky,Daviess,385,1302549,35741
Kentucky,Edmonson,143.1,136755,5104
Kentucky,Elliott,59.3,71461,3831
Kentucky,Estill,114.3,149578,8427
Kentucky,Fayette,1641.9,5487607,107637
Kentucky,Fleming,79.2,176013,6818
Kentucky,Floyd,296.3,377024,20442
Kentucky,Franklin,180.6,676903,15496
Kentucky,Fulton,51.8,81873,3142
Kentucky,Gallatin,28.9,109044,3256
Kentucky,Garrard,85.1,208669,7086
Kentucky,Grant,76.3,206143,9556
Kentucky,Graves,156.3,467198,14158
Kentucky,Grayson,157.9,304794,12363
Kentucky,Green,78.7,181268,5180
Kentucky,Greenup,158,486739,13139
Kentucky,Hancock,47.5,163667,3024
Kentucky,Hardin,345.1,1234597,37172
Kentucky,Harlan,316.8,412009,16581
Kentucky,Harrison,106.4,242687,7539
Kentucky,Hart,123.4,224062,9307
Kentucky,Henderson,252.5,536471,17888
Kentucky,Henry,83.6,272632,5861
Kentucky,Hickman,16,48845,2039
Kentucky,Hopkins,215.2,648720,17087
Kentucky,Jackson,90.3,97421,8132
Kentucky,Jefferson,3547.7,11933594,261044
Kentucky,Jessamine,161.6,540152,17183
Kentucky,Johnson,149,252157,11838
Kentucky,Kenton,701.6,2583322,50010
Kentucky,Knott,134.5,205370,7823
Kentucky,Knox,274.9,261182,19250
Kentucky,Larue,71.1,197660,6195
Kentucky,Laurel,292.6,576916,29293
Kentucky,Lawrence,125.4,202697,7465
Kentucky,Lee,99.6,94240,3949
Kentucky,Leslie,73.7,119710,5618
Kentucky,Letcher,163.6,328856,11206
Kentucky,Lewis,132.7,145617,7748
Kentucky,Lincoln,161.3,253308,12462
Kentucky,Livingston,31.4,100759,3683
Kentucky,Logan,132.5,289210,11596
Kentucky,Lyon,29.7,113560,2414
Kentucky,Madison,433.7,1026166,32303
Kentucky,Magoffin,118.4,146239,6828
Kentucky,Marion,92.3,282081,8337
Kentucky,Marshall,63.3,349440,10163
Kentucky,Martin,89.2,103673,6661
Kentucky,Mason,99,256872,7341
Kentucky,McCracken,378.4,871700,23957
Kentucky,McCreary,160.7,108822,10886
Kentucky,McLean,57,154713,3806
Kentucky,Meade,152.9,381600,11138
Kentucky,Menifee,57.1,78393,3449
Kentucky,Mercer,86.8,272189,8163
Kentucky,Metcalfe,63.3,125840,5420
Kentucky,Monroe,98.6,160049,5648
Kentucky,Montgomery,144.2,279845,12478
Kentucky,Morgan,146.3,189557,6549
Kentucky,Muhlenberg,177.9,420471,13295
Kentucky,Nelson,164.1,480677,16736
Kentucky,Nicholas,32.2,102297,2646
Kentucky,Ohio,153,319929,11041
Kentucky,Oldham,88,1357886,8643
Kentucky,Owen,47.1,164027,4055
Kentucky,Owsley,78.6,79949,2842
Kentucky,Pendleton,45.5,173240,4699
Kentucky,Perry,215,331004,14441
Kentucky,Pike,470.1,787516,30944
Kentucky,Powell,53.5,91130,6161
Kentucky,Pulaski,367.6,599142,29883
Kentucky,Robertson,26.6,45543,1118
Kentucky,Rockcastle,98.2,164965,8748
Kentucky,Rowan,104.8,202570,8606
Kentucky,Russell,125.8,197491,8948
Kentucky,Scott,141.6,1056601,12276
Kentucky,Shelby,105,657850,13298
Kentucky,Simpson,72,211871,7594
Kentucky,Spencer,30.1,277849,3935
Kentucky,Taylor,109.4,218771,11529
Kentucky,Todd,79.5,201932,5510
Kentucky,Trigg,143.3,166424,5529
Kentucky,Trimble,30.8,117276,2851
Kentucky,Union,105.7,189092,7198
Kentucky,Warren,539.7,1343776,42570
Kentucky,Washington,50.9,149304,4738
Kentucky,Wayne,129.1,176363,11615
Kentucky,Webster,55.9,220966,5186
Kentucky,Whitley,200.6,310811,19448
Kentucky,Wolfe,88.8,54168,4737
Kentucky,Woodford,102.2,578225,7008
Louisiana,Acadia,237.1,557738,28619
Louisiana,Allen,91.3,243777,9525
Louisiana,Ascension,209.5,1030092,29565
Louisiana,Assumption,109,333843,9282
Louisiana,Avoyelles,198,394281,19590
Louisiana,Beauregard,134.9,398256,13325
Louisiana,Bienville,131.4,215026,6689
Louisiana,Bossier,377.8,1278919,40299
Louisiana,Caddo,1498.1,3367954,106013
Louisiana,Calcasieu,833.6,2295249,75540
Louisiana,Caldwell,58.6,141039,4013
Louisiana,Cameron,14.7,147091,1855
Louisiana,Catahoula,64.7,137020,4730
Louisiana,Claiborne,142.6,211895,7502
Louisiana,Concordia,150.6,213059,10716
Louisiana,De Soto,196.9,338780,12044
Louisiana,East Baton Rouge,1965.7,5679036,164558
Louisiana,East Carroll,131.1,88564,4397
Louisiana,East Feliciana,87.9,279339,6743
Louisiana,Evangeline,213.6,330361,15868
Louisiana,Franklin,169.6,269784,10179
Louisiana,Grant,90.4,246244,8494
Louisiana,Iberia,324.1,768335,31156
Louisiana,Iberville,148,376032,13480
Louisiana,Jackson,125.3,222855,7344
Louisiana,Jefferson,2126.9,7668309,154409
Louisiana,Jefferson Davis,155.2,356247,13767
Louisiana,La Salle,51.3,186068,5308
Louisiana,Lafayette,769.1,2788274,76791
Louisiana,Lafourche,352.4,1414143,33113
Louisiana,Lincoln,318.4,546229,21933
Louisiana,Livingston,249.3,1106967,41625
Louisiana,Madison,190.4,158905,6824
Louisiana,Morehouse,220,321937,14871
Louisiana,Natchitoches,232.8,424666,19821
Louisiana,Orleans,5060.7,9710129,172209
Louisiana,Ouachita,1087,1963192,65786
Louisiana,Plaquemines,161.2,467627,7769
Louisiana,Pointe Coupee,118,365725,9134
Louisiana,Rapides,726.6,1622730,56074
Louisiana,Red River,45.7,88137,4128
Louisiana,Richland,120.7,276698,9447
Louisiana,Sabine,159.6,346967,10217
Louisiana,St. Bernard,307.4,842214,17483
Louisiana,St. Charles,156.7,868525,16013
Louisiana,St. Helena,54.4,81618,5506
Louisiana,St. James,124.6,414557,7570
Louisiana,St. John the Baptist,225.4,625317,15956
Louisiana,St. Landry,534.9,832070,39931
Louisiana,St. Martin,206.5,618960,21708
Louisiana,St. Mary,377.9,736196,23928
Louisiana,St. Tammany,474.4,3151205,65589
Louisiana,Tangipahoa,484.3,998580,52726
Louisiana,Tensas,110,103687,2942
Louisiana,Terrebonne,401.4,1218745,41045
Louisiana,Union,175.6,267879,10890
Louisiana,Vermilion,223.6,661946,23242
Louisiana,Vernon,141,586573,20703
Louisiana,Washington,307.6,451306,23224
Louisiana,Webster,247.1,534905,19393
Louisiana,West Baton Rouge,100,317451,8474
Louisiana,West Carroll,79.1,123650,5102
Louisiana,West Feliciana,52.7,215495,4352
Louisiana,Winn,107.4,166455,6589
Maine,Androscoggin,516.3,1521510,36780
Maine,Aroostook,411.3,1209626,29189
Maine,Cumberland,863.7,4893867,74766
Maine,Franklin,130.3,456643,12395
Maine,Hancock,242,1007363,18987
Maine,Kennebec,432.2,1811707,40457
Maine,Knox,108.7,640099,11583
Maine,Lincoln,100.6,549394,11187
Maine,Oxford,271.8,879763,22576
Maine,Penobscot,812.5,2663797,56014
Maine,Piscataquis,144.2,358778,7741
Maine,Sagadahoc,93.2,536597,10212
Maine,Somerset,292.4,839061,21654
Maine,Waldo,123.8,436849,15275
Maine,Washington,241.6,625195,14251
Maine,York,424.3,2861018,53793
Maryland,Allegany,401.1,1255847,26182
Maryland,Anne Arundel,622.8,10577284,85134
Maryland,Baltimore,1994.2,18099074,180826
Maryland,Baltimore City,5029.4,10987259,271331
Maryland,Calvert,103.7,1930163,12720
Maryland,Caroline,138.2,581588,10451
Maryland,Carroll,208.6,3939910,23190
Maryland,Cecil,202.1,1451549,25478
Maryland,Charles,222.3,3043976,25800
Maryland,Dorchester,142.6,505171,12376
Maryland,Frederick,378.9,6067454,41092
Maryland,Garrett,89.9,406885,10276
Maryland,Harford,441.3,5300438,43819
Maryland,Howard,268,7160906,37366
Maryland,Kent,55.5,346023,5410
Maryland,Montgomery,1457,26956923,177115
Maryland,Prince George's,2157.1,18599999,211287
Maryland,Queen Anne's,84.3,1049517,8091
Maryland,Somerset,186.3,297446,8687
Maryland,St. Mary's,112.6,1630070,19225
Maryland,Talbot,100,766871,9767
Maryland,Washington,454.9,1974419,41172
Maryland,Wicomico,343.4,1143024,35397
Maryland,Worcester,164.7,1095225,14676
Massachusetts,Barnstable,547.2,4336300,48914
Massachusetts,Berkshire,460.2,2654849,37098
Massachusetts,Bristol,1903.3,8525535,152068
Massachusetts,Dukes,45.2,297741,4695
Massachusetts,Essex,1973.2,13876894,185633
Massachusetts,Franklin,213.8,1221183,21121
Massachusetts,Hampden,2061.1,6304843,166910
Massachusetts,Hampshire,508.9,2897798,37650
Massachusetts,Middlesex,2873,34449728,285951
Massachusetts,Nantucket,36,513689,1755
Massachusetts,Norfolk,862.9,14979737,102525
Massachusetts,Plymouth,829.1,9116769,97752
Massachusetts,Suffolk,4380.1,14462475,269980
Massachusetts,Worcester,2146.8,13707683,194641
Michigan,Alcona,75.1,236681,4327
Michigan,Alger,41.9,151019,3232
Michigan,Allegan,350.5,1439846,37735
Michigan,Alpena,164.8,441743,11906
Michigan,Antrim,93.7,395845,8668
Michigan,Arenac,92.9,230541,6489
Michigan,Baraga,31,108045,2342
Michigan,Barry,120.1,694883,18085
Michigan,Bay,463.5,1445209,37319
Michigan,Benzie,64.2,281017,5957
Michigan,Berrien,902.3,2716704,59172
Michigan,Branch,209.5,620326,18297
Michigan,Calhoun,777.3,1956548,52105
Michigan,Cass,159.1,619596,18342
Michigan,Charlevoix,169.9,767834,8700
Michigan,Cheboygan,139.8,382818,11015
Michigan,Chippewa,200.7,565476,13984
Michigan,Clare,299.2,440150,15347
Michigan,Clinton,286.1,1552038,19127
Michigan,Crawford,71.4,263332,4968
Michigan,Delta,198.3,577052,14004
Michigan,Dickinson,97.9,378220,9209
Michigan,Eaton,299.3,1847476,31274
Michigan,Emmet,90.2,513661,10275
Michigan,Genesee,3109.9,6427153,167956
Michigan,Gladwin,168.8,427207,11238
Michigan,Gogebic,129.9,326187,6802
Michigan,Grand Traverse,183.1,1063759,26257
Michigan,Gratiot,168.6,468049,14352
Michigan,Hillsdale,245.4,605835,19347
Michigan,Houghton,208.7,535213,15949
Michigan,Huron,183.4,624999,12465
Michigan,Ingham,1833.9,4416866,106238
Michigan,Ionia,204.3,660711,22210
Michigan,Iosco,165.8,415292,10451
Michigan,Iron,70.4,238863,4436
Michigan,Isabella,491.9,774948,32270
Michigan,Jackson,790.3,1964235,55038
Michigan,Kalamazoo,1220.8,3400773,93358
Michigan,Kalkaska,79.1,243179,7445
Michigan,Kent,2226.7,8021720,203060
Michigan,Keweenaw,18.1,47738,927
Michigan,Lake,120.9,147717,5890
Michigan,Lapeer,265.6,1399114,26939
Michigan,Leelanau,64.1,414424,5874
Michigan,Lenawee,349.7,1316784,32958
Michigan,Livingston,367.6,5143190,32843
Michigan,Luce,38.7,91774,2313
Michigan,Mackinac,77.3,239924,4444
Michigan,Macomb,3088.8,13689841,248412
Michigan,Manistee,160,459870,9366
Michigan,Marquette,476.9,1382570,22410
Michigan,Mason,124.8,412570,11330
Michigan,Mecosta,329.9,523708,18604
Michigan,Menominee,104.3,362049,8551
Michigan,Midland,266.7,1228908,24922
Michigan,Missaukee,65.2,190221,6434
Michigan,Monroe,475.2,2474455,43355
Michigan,Montcalm,245.7,625741,25435
Michigan,Montmorency,79.7,217782,4056
Michigan,Muskegon,940.6,2041481,71688
Michigan,Newaygo,216,549784,21042
Michigan,Oakland,3597.3,29396782,280999
Michigan,Oceana,137.2,340595,12230
Michigan,Ogemaw,144.7,313258,9627
Michigan,Ontonagon,49,135608,2623
Michigan,Osceola,134.3,281758,10358
Michigan,Oscoda,94.7,209178,3946
Michigan,Otsego,76.1,335274,7630
Michigan,Ottawa,554.1,3706548,71773
Michigan,Presque Isle,77.6,293899,4866
Michigan,Roscommon,221.9,430683,11585
Michigan,Saginaw,1168.2,2930354,75058
Michigan,Sanilac,185.7,622431,16969
Michigan,Schoolcraft,58.9,143164,3659
Michigan,Shiawassee,291.2,927491,24811
Michigan,St. Clair,752.5,2895826,54296
Michigan,St. Joseph,332.3,877221,23872
Michigan,Tuscola,201.8,681766,19899
Michigan,Van Buren,295.6,803779,30669
Michigan,Washtenaw,1723.9,7880085,94625
Michigan,Wayne,16846.2,30349405,795571
Michigan,Wexford,154.2,381095,13710
Minnesota,Aitkin,69.8,310773,5686
Minnesota,Anoka,680.1,6822744,69460
Minnesota,Becker,129.2,623734,10660
Minnesota,Beltrami,196.4,543238,18016
Minnesota,Benton,102.8,594972,12940
Minnesota,Big Stone,38.9,184905,1602
Minnesota,Blue Earth,291.7,1083119,22026
Minnesota,Brown,67,510452,6663
Minnesota,Carlton,98.5,446678,11144
Minnesota,Carver,76.8,2121940,12368
Minnesota,Cass,160.3,534832,10868
Minnesota,Chippewa,41.3,265856,3675
Minnesota,Chisago,66.3,797622,11068
Minnesota,Clay,182.2,906792,16269
Minnesota,Clearwater,51,161198,3486
Minnesota,Cook,16.4,133512,1574
Minnesota,Cottonwood,64.5,226222,4287
Minnesota,Crow Wing,174.8,959821,19816
Minnesota,Dakota,755.5,8565607,78684
Minnesota,Dodge,38.5,398620,3725
Minnesota,Douglas,86,594664,9586
Minnesota,Faribault,75.6,348667,4893
Minnesota,Fillmore,69.6,394234,6187
Minnesota,Freeborn,109.7,597700,10606
Minnesota,Goodhue,99.8,730076,12126
Minnesota,Grant,20.2,120355,1777
Minnesota,Hennepin,4245.6,24924258,317550
Minnesota,Houston,57.7,325307,5265
Minnesota,Hubbard,85.7,398305,7138
Minnesota,Isanti,58.2,553667,9174
Minnesota,Itasca,143.7,622459,15661
Minnesota,Jackson,41.1,257690,2895
Minnesota,Kanabec,60,215552,5983
Minnesota,Kandiyohi,161.7,761868,12999
Minnesota,Kittson,19.9,132857,1301
Minnesota,Koochiching,66,226040,4575
Minnesota,Lac qui Parle,24.5,184218,2194
Minnesota,Lake,42.3,178845,3351
Minnesota,Lake of the Woods,14.5,112321,1194
Minnesota,Le Sueur,57.7,418605,7093
Minnesota,Lincoln,19.4,126328,1671
Minnesota,Lyon,97.1,464193,7713
Minnesota,Mahnomen,53.6,89040,2716
Minnesota,Marshall,30.7,270031,2333
Minnesota,Martin,63,377854,6423
Minnesota,McLeod,53.7,482311,8912
Minnesota,Meeker,64,389140,6364
Minnesota,Mille Lacs,92.3,403428,8467
Minnesota,Morrison,96.5,482074,10854
Minnesota,Mower,149.4,706443,12981
Minnesota,Murray,28.8,204088,2422
Minnesota,Nicollet,74.4,505981,7165
Minnesota,Nobles,90.9,356878,7577
Minnesota,Norman,39,177930,2104
Minnesota,Olmsted,312.7,2776537,32780
Minnesota,Otter Tail,177.1,1074469,17017
Minnesota,Pennington,45.3,319840,4228
Minnesota,Pine,119.9,438730,10313
Minnesota,Pipestone,56.4,292547,3065
Minnesota,Polk,125.7,667472,9919
Minnesota,Pope,37.3,261535,2923
Minnesota,Ramsey,2448,9697670,174936
Minnesota,Red Lake,23.9,123721,1236
Minnesota,Redwood,64.2,372770,5338
Minnesota,Renville,69.8,376557,4809
Minnesota,Rice,148.4,944918,15654
Minnesota,Rock,38.9,185826,2989
Minnesota,Roseau,48.9,308386,4413
Minnesota,Scott,135.2,2012494,19297
Minnesota,Sherburne,89.4,885994,19989
Minnesota,Sibley,43.4,269007,4253
Minnesota,St. Louis,1277.1,3958742,66769
Minnesota,Stearns,423.6,1948982,43502
Minnesota,Steele,86.5,552071,9799
Minnesota,Stevens,46.7,213929,2921
Minnesota,Swift,40.7,265277,2772
Minnesota,Todd,126.2,450794,8994
Minnesota,Traverse,18.8,126442,949
Minnesota,Wabasha,46.7,415735,5268
Minnesota,Wadena,52.8,152002,5903
Minnesota,Waseca,48.9,333288,4914
Minnesota,Washington,287.8,4646742,39226
Minnesota,Watonwan,28.8,188592,2996
Minnesota,Wilkin,18.2,129201,1789
Minnesota,Winona,164.8,668876,15857
Minnesota,Wright,122.9,1387835,24106
Minnesota,Yellow Medicine,51.9,248346,2855
Mississippi,Adams,271.5,367682,16787
Mississippi,Alcorn,159.3,293680,18129
Mississippi,Amite,78.6,118013,6984
Mississippi,Attala,160.2,257247,10072
Mississippi,Benton,44.5,76592,4987
Mississippi,Bolivar,289.9,282784,19265
Mississippi,Calhoun,130.9,186370,8154
Mississippi,Carroll,44,85557,4570
Mississippi,Chickasaw,101.1,143877,9891
Mississippi,Choctaw,77.8,121903,4326
Mississippi,Claiborne,111.4,86489,6351
Mississippi,Clarke,97.4,166960,7845
Mississippi,Clay,137,198775,10384
Mississippi,Coahoma,255,258030,15097
Mississippi,Copiah,159.2,260458,13991
Mississippi,Covington,112.9,164702,9961
Mississippi,DeSoto,364.6,2115812,48001
Mississippi,Forrest,539.3,730449,35507
Mississippi,Franklin,35.6,92175,3387
Mississippi,George,91.9,274268,8640
Mississippi,Greene,34.7,97989,4637
Mississippi,Grenada,130.6,212757,10832
Mississippi,Hancock,136.4,359898,18684
Mississippi,Harrison,975.5,2161543,81066
Mississippi,Hinds,1834,2986072,113941
Mississippi,Holmes,223.8,134323,13230
Mississippi,Humphreys,115,91092,6195
Mississippi,Issaquena,31.6,31136,693
Mississippi,Itawamba,91.7,243110,10136
Mississippi,Jackson,480.1,1608077,49791
Mississippi,Jasper,95.1,156088,9204
Mississippi,Jefferson,91.5,60630,4692
Mississippi,Jefferson Davis,84.3,103885,7422
Mississippi,Jones,299.3,590475,32884
Mississippi,Kemper,59.3,73007,5362
Mississippi,Lafayette,296.6,520557,19736
Mississippi,Lamar,131.3,506431,20371
Mississippi,Lauderdale,527.1,867256,35841
Mississippi,Lawrence,55.5,137634,5742
Mississippi,Leake,129.4,209467,13080
Mississippi,Lee,371.3,943499,33376
Mississippi,Leflore,326.2,234853,19757
Mississippi,Lincoln,159.2,238397,17177
Mississippi,Lowndes,368.2,657448,27760
Mississippi,Madison,285,1654448,26804
Mississippi,Marion,184.9,229136,14765
Mississippi,Marshall,126.3,254735,16466
Mississippi,Monroe,211.2,390702,17120
Mississippi,Montgomery,79.3,132064,5115
Mississippi,Neshoba,161.9,318980,14599
Mississippi,Newton,104.1,236645,10279
Mississippi,Noxubee,113.6,102081,7362
Mississippi,Oktibbeha,267.6,480761,22232
Mississippi,Panola,157.4,284542,17715
Mississippi,Pearl River,196.1,467685,24469
Mississippi,Perry,63.2,117774,6794
Mississippi,Pike,219.3,331296,20294
Mississippi,Pontotoc,97.5,308043,12801
Mississippi,Prentiss,131,192906,12395
Mississippi,Quitman,117.3,90863,4958
Mississippi,Rankin,390.2,1819669,41895
Mississippi,Scott,153.6,240980,15403
Mississippi,Sharkey,64,91618,3078
Mississippi,Simpson,121.7,207061,13539
Mississippi,Smith,68,143458,7130
Mississippi,Stone,58.8,148991,7175
Mississippi,Sunflower,249.8,251316,14669
Mississippi,Tallahatchie,116.7,148448,6211
Mississippi,Tate,90.2,269557,12551
Mississippi,Tippah,102.3,157583,11173
Mississippi,Tishomingo,67.6,165978,9824
Mississippi,Tunica,59.8,64869,6454
Mississippi,Union,143.1,257896,13641
Mississippi,Walthall,75.1,126825,7095
Mississippi,Warren,289,619743,21420
Mississippi,Washington,755.3,653381,29974
Mississippi,Wayne,121.4,158442,10627
Mississippi,Webster,80,123894,4765
Mississippi,Wilkinson,57.3,82147,4139
Mississippi,Winston,149.7,199869,10471
Mississippi,Yalobusha,68.2,139544,6306
Mississippi,Yazoo,204.5,204910,14001
Missouri,Adair,228.7,332697,11001
Missouri,Andrew,39.7,258371,5035
Missouri,Atchison,22.4,112233,1885
Missouri,Audrain,122.1,385265,8936
Missouri,Barry,140.4,337211,16134
Missouri,Barton,63.7,140923,5449
Missouri,Bates,83,197756,7113
Missouri,Benton,116.8,252952,8986
Missouri,Bollinger,65.7,145678,5188
Missouri,Boone,717.9,1859023,57663
Missouri,Buchanan,461.5,1413716,33264
Missouri,Butler,218.7,437833,19271
Missouri,Caldwell,31.6,107767,3191
Missouri,Callaway,118.1,484644,12799
Missouri,Camden,173.2,561018,17000
Missouri,Cape Girardeau,339.1,858446,26600
Missouri,Carroll,39.8,175496,3426
Missouri,Carter,45,90814,3052
Missouri,Cass,195.7,1389810,25208
Missouri,Cedar,71.8,119326,7276
Missouri,Chariton,50.9,147269,3078
Missouri,Christian,154.4,854497,25641
Missouri,Clark,47.9,167830,2461
Missouri,Clay,433.1,3145220,58296
Missouri,Clinton,40.8,252482,6275
Missouri,Cole,231.3,951307,21655
Missouri,Cooper,86.2,284107,5838
Missouri,Crawford,132.6,265515,11952
Missouri,Dade,44.1,92357,3483
Missouri,Dallas,67.6,119332,8721
Missouri,Daviess,31.5,102321,3471
Missouri,DeKalb,21,117905,3130
Missouri,Dent,91.6,167436,6913
Missouri,Douglas,64.6,110503,7082
Missouri,Dunklin,263.4,396435,17223
Missouri,Franklin,221.2,1010870,33285
Missouri,Gasconade,73.1,274473,5227
Missouri,Gentry,32.2,103409,2810
Missouri,Greene,1386.3,3128844,110782
Missouri,Grundy,67.2,194443,4451
Missouri,Harrison,44.6,146569,3943
Missouri,Henry,109.1,298193,8976
Missouri,Hickory,67.5,120139,4560
Missouri,Holt,38,155979,1686
Missouri,Howard,51.6,161560,3736
Missouri,Howell,182.7,343184,19539
Missouri,Iron,88.6,172800,4794
Missouri,Jackson,4005.7,11766568,246853
Missouri,Jasper,406.9,1121811,48240
Missouri,Jefferson,473.8,2735509,60416
Missouri,Johnson,177,501321,19090
Missouri,Knox,46.7,93438,1877
Missouri,Laclede,121.7,256799,16704
Missouri,Lafayette,74.6,450945,9520
Missouri,Lawrence,129,340165,17060
Missouri,Lewis,46.9,208668,3718
Missouri,Lincoln,103.7,418975,17824
Missouri,Linn,90.7,250063,5351
Missouri,Livingston,83.5,274808,5299
Missouri,Macon,97.3,253431,6409
Missouri,Madison,55.8,128857,6224
Missouri,Maries,52.6,154225,3660
Missouri,Marion,138.3,411349,10533
Missouri,McDonald,88.2,178510,11573
Missouri,Mercer,36,96851,1644
Missouri,Miller,107.8,228808,11237
Missouri,Mississippi,113.2,149962,7910
Missouri,Moniteau,49.7,227026,4738
Missouri,Monroe,46.5,153517,3348
Missouri,Montgomery,70.6,194089,4950
Missouri,Morgan,114.5,220606,10186
Missouri,New Madrid,145,246506,9136
Missouri,Newton,176.1,635848,23161
Missouri,Nodaway,124.1,271173,9327
Missouri,Oregon,79.4,115168,5783
Missouri,Osage,33.8,253986,4000
